2024-07-14 22:52:23.684,9128283H1,99-225,99-230,0.0136711
2024-07-14 22:52:23.688,9128283H1,99-226,99-231,0.0126022
2024-07-14 22:52:23.708,9128283H1,99-227,99-232,0.00814706
2024-07-14 22:52:23.715,9128283H1,99-230,99-233,0.00985189
2024-07-14 22:52:23.727,9128283H1,99-231,99-23+,0.0134321
2024-07-14 22:52:23.728,9128283H1,99-232,99-235,0.0145862
2024-07-14 22:52:23.730,9128283H1,99-233,99-236,0.00832177
2024-07-14 22:52:23.738,9128283H1,99-23+,99-237,0.0139273
2024-07-14 22:52:23.753,9128283H1,99-235,99-240,0.0119333
2024-07-14 22:52:23.767,9128283H1,99-236,99-241,0.0115979
2024-07-14 22:52:23.779,9128283H1,99-237,99-242,0.0108121
2024-07-14 22:52:23.780,9128283H1,99-240,99-243,0.0118907
2024-07-14 22:52:23.787,9128283H1,99-241,99-24+,0.00839619
2024-07-14 22:52:23.804,9128283H1,99-242,99-245,0.0108993
2024-07-14 22:52:23.806,9128283H1,99-243,99-246,0.01153
2024-07-14 22:52:23.823,9128283H1,99-24+,99-247,0.00990518
2024-07-14 22:52:23.829,9128283H1,99-245,99-250,0.0123139
2024-07-14 22:52:23.835,9128283H1,99-246,99-251,0.0129199
2024-07-14 22:52:23.854,9128283H1,99-247,99-252,0.0101198
2024-07-14 22:52:23.859,9128283H1,99-250,99-253,0.0116165
2024-07-14 22:52:23.876,9128283H1,99-251,99-25+,0.00967822
2024-07-14 22:52:23.887,9128283H1,99-252,99-255,0.0127806
2024-07-14 22:52:23.902,9128283H1,99-253,99-256,0.0114836
2024-07-14 22:52:23.905,9128283H1,99-25+,99-257,0.0121073
2024-07-14 22:52:23.915,9128283H1,99-255,99-260,0.0156019
2024-07-14 22:52:23.922,9128283H1,99-256,99-261,0.011967
2024-07-14 22:52:23.934,9128283H1,99-257,99-262,0.00940578
2024-07-14 22:52:23.954,9128283H1,99-260,99-263,0.0078287
2024-07-14 22:52:23.956,9128283H1,99-261,99-26+,0.014216
2024-07-14 22:52:23.967,9128283H1,99-262,99-265,0.00834226
2024-07-14 22:52:23.978,9128283H1,99-263,99-266,0.0096047
2024-07-14 22:52:23.982,9128283H1,99-26+,99-267,0.0118732
2024-07-14 22:52:23.992,9128283H1,99-265,99-270,0.0086097
2024-07-14 22:52:23.999,9128283H1,99-266,99-271,0.0142643
2024-07-14 22:52:24.008,9128283H1,99-267,99-272,0.0088935
2024-07-14 22:52:24.022,9128283H1,99-270,99-273,0.0124709
2024-07-14 22:52:24.023,9128283H1,99-271,99-27+,0.0116043
2024-07-14 22:52:24.025,9128283H1,99-272,99-275,0.0130524
2024-07-14 22:52:24.039,9128283H1,99-273,99-276,0.0103731
2024-07-14 22:52:24.057,9128283H1,99-27+,99-277,0.0109135
2024-07-14 22:52:24.065,9128283H1,99-275,99-280,0.0126921
2024-07-14 22:52:24.075,9128283H1,99-276,99-281,0.0132802
2024-07-14 22:52:24.084,9128283H1,99-277,99-282,0.0125824
2024-07-14 22:52:24.100,9128283H1,99-280,99-283,0.00897208
2024-07-14 22:52:24.119,9128283H1,99-281,99-28+,0.0153371
2024-07-14 22:52:24.139,9128283H1,99-282,99-285,0.0146872
2024-07-14 22:52:24.153,9128283H1,99-283,99-286,0.00945146
2024-07-14 22:52:24.154,9128283H1,99-28+,99-287,0.011427
2024-07-14 22:52:24.157,9128283H1,99-285,99-290,0.00920306
2024-07-14 22:52:24.171,9128283H1,99-286,99-291,0.0142283
2024-07-14 22:52:24.173,9128283H1,99-287,99-292,0.011097
2024-07-14 22:52:24.178,9128283H1,99-290,99-293,0.0129802
2024-07-14 22:52:24.185,9128283H1,99-291,99-29+,0.012621
2024-07-14 22:52:24.196,9128283H1,99-292,99-295,0.0116522
2024-07-14 22:52:24.207,9128283H1,99-293,99-296,0.00915854
2024-07-14 22:52:24.227,9128283H1,99-29+,99-297,0.0142995
2024-07-14 22:52:24.247,9128283H1,99-295,99-300,0.0112814
2024-07-14 22:52:24.260,9128283H1,99-296,99-301,0.0118355
2024-07-14 22:52:24.278,9128283H1,99-297,99-302,0.0107016
2024-07-14 22:52:24.296,9128283H1,99-300,99-303,0.00788672
2024-07-14 22:52:24.303,9128283H1,99-301,99-30+,0.0103662
2024-07-14 22:52:24.314,9128283H1,99-302,99-305,0.0140495
2024-07-14 22:52:24.321,9128283H1,99-303,99-306,0.0106935
2024-07-14 22:52:24.324,9128283H1,99-30+,99-307,0.0143356
2024-07-14 22:52:24.328,9128283H1,99-305,99-310,0.0145516
2024-07-14 22:52:24.330,9128283H1,99-306,99-311,0.0143273
2024-07-14 22:52:24.347,9128283H1,99-307,99-312,0.00887724
2024-07-14 22:52:24.353,9128283H1,99-310,99-313,0.00892844
2024-07-14 22:52:24.370,9128283H1,99-311,99-31+,0.0103425
2024-07-14 22:52:24.375,9128283H1,99-312,99-315,0.0112913
2024-07-14 22:52:24.389,9128283H1,99-313,99-316,0.0105979
2024-07-14 22:52:24.390,9128283H1,99-31+,99-317,0.00986581
2024-07-14 22:52:24.400,9128283H1,99-315,100-000,0.0104652
2024-07-14 22:52:24.409,9128283H1,99-316,100-001,0.0115328
2024-07-14 22:52:24.424,9128283H1,99-317,100-002,0.0124298
2024-07-14 22:52:24.435,9128283H1,100-000,100-003,0.0142487
2024-07-14 22:52:24.446,9128283H1,100-001,100-00+,0.00974682
2024-07-14 22:52:24.458,9128283H1,100-002,100-005,0.00898637
2024-07-14 22:52:24.463,9128283H1,100-003,100-006,0.0089994
2024-07-14 22:52:24.471,9128283H1,100-00+,100-007,0.0146843
2024-07-14 22:52:24.475,9128283H1,100-005,100-010,0.0122582
2024-07-14 22:52:24.488,9128283H1,100-006,100-011,0.0121775
2024-07-14 22:52:24.508,9128283H1,100-007,100-012,0.0113174
2024-07-14 22:52:24.510,9128283H1,100-010,100-013,0.0148049
2024-07-14 22:52:24.519,9128283H1,100-011,100-01+,0.0141083
2024-07-14 22:52:24.520,9128283H1,100-012,100-015,0.015037
2024-07-14 22:52:24.536,9128283H1,100-013,100-016,0.0127483
2024-07-14 22:52:24.546,9128283H1,100-01+,100-017,0.00858839
2024-07-14 22:52:24.560,9128283H1,100-015,100-020,0.0116926
2024-07-14 22:52:24.575,9128283H1,100-016,100-021,0.011779
2024-07-14 22:52:24.578,9128283H1,100-017,100-022,0.0147672
2024-07-14 22:52:24.588,9128283H1,100-020,100-023,0.00969071
2024-07-14 22:52:24.591,9128283H1,100-021,100-02+,0.0130997
2024-07-14 22:52:24.594,9128283H1,100-022,100-025,0.0136916
2024-07-14 22:52:24.614,9128283H1,100-023,100-026,0.0151039
2024-07-14 22:52:24.620,9128283H1,100-02+,100-027,0.00877109
2024-07-14 22:52:24.634,9128283H1,100-025,100-030,0.00969649
2024-07-14 22:52:24.638,9128283H1,100-026,100-031,0.00944001
2024-07-14 22:52:24.646,9128283H1,100-027,100-032,0.0143713
2024-07-14 22:52:24.652,9128283H1,100-030,100-033,0.00969595
2024-07-14 22:52:24.669,9128283H1,100-031,100-03+,0.0133197
2024-07-14 22:52:24.670,9128283H1,100-032,100-035,0.0124477
2024-07-14 22:52:24.684,9128283H1,100-033,100-036,0.0124136
2024-07-14 22:52:24.695,9128283H1,100-03+,100-037,0.0133318
2024-07-14 22:52:24.705,9128283H1,100-035,100-040,0.0117352
2024-07-14 22:52:24.716,9128283H1,100-036,100-041,0.0116001
2024-07-14 22:52:24.736,9128283H1,100-037,100-042,0.0154909
2024-07-14 22:52:24.744,9128283H1,100-040,100-043,0.0122519
2024-07-14 22:52:24.747,9128283H1,100-041,100-04+,0.0132429
2024-07-14 22:52:24.765,9128283H1,100-042,100-045,0.0127928
2024-07-14 22:52:24.777,9128283H1,100-043,100-046,0.0154304
2024-07-14 22:52:24.794,9128283H1,100-04+,100-047,0.0112175
2024-07-14 22:52:24.795,9128283H1,100-045,100-050,0.0104644
2024-07-14 22:52:24.802,9128283H1,100-046,100-051,0.0123897
2024-07-14 22:52:24.819,9128283H1,100-047,100-052,0.0150062
2024-07-14 22:52:24.826,9128283H1,100-050,100-053,0.0113264
2024-07-14 22:52:24.830,9128283H1,100-051,100-05+,0.0139212
2024-07-14 22:52:24.847,9128283H1,100-052,100-055,0.0150104
2024-07-14 22:52:24.852,9128283H1,100-053,100-056,0.0130945
2024-07-14 22:52:24.854,9128283H1,100-05+,100-057,0.0149405
2024-07-14 22:52:24.870,9128283H1,100-055,100-060,0.0106875
2024-07-14 22:52:24.886,9128283H1,100-056,100-061,0.0106045
2024-07-14 22:52:24.904,9128283H1,100-057,100-062,0.0107088
2024-07-14 22:52:24.907,9128283H1,100-060,100-063,0.012503
2024-07-14 22:52:24.915,9128283H1,100-061,100-06+,0.0105204
2024-07-14 22:52:24.927,9128283H1,100-062,100-065,0.0146625
2024-07-14 22:52:24.934,9128283H1,100-063,100-066,0.00839006
2024-07-14 22:52:24.946,9128283H1,100-06+,100-067,0.00876064
2024-07-14 22:52:24.961,9128283H1,100-065,100-070,0.00922869
2024-07-14 22:52:24.964,9128283H1,100-066,100-071,0.0151316
2024-07-14 22:52:24.970,9128283H1,100-067,100-072,0.0113514
2024-07-14 22:52:24.979,9128283H1,100-070,100-073,0.0141878
2024-07-14 22:52:24.993,9128283H1,100-071,100-07+,0.00951905
2024-07-14 22:52:25.006,9128283H1,100-072,100-075,0.013947
2024-07-14 22:52:25.013,9128283H1,100-073,100-076,0.0132884
2024-07-14 22:52:25.023,9128283H1,100-07+,100-077,0.0149462
2024-07-14 22:52:25.032,9128283H1,100-075,100-080,0.0116651
2024-07-14 22:52:25.035,9128283H1,100-076,100-081,0.0155925
2024-07-14 22:52:25.050,9128283H1,100-077,100-082,0.0127622
2024-07-14 22:52:25.056,9128283H1,100-080,100-083,0.0109184
2024-07-14 22:52:25.069,9128283H1,100-081,100-08+,0.0131692
2024-07-14 22:52:25.082,9128283H1,100-082,100-085,0.00910633
2024-07-14 22:52:25.088,9128283H1,100-083,100-086,0.0126074
2024-07-14 22:52:25.103,9128283H1,100-08+,100-087,0.0122171
2024-07-14 22:52:25.118,9128283H1,100-085,100-090,0.0146476
2024-07-14 22:52:25.128,9128283H1,100-086,100-091,0.0139486
2024-07-14 22:52:25.147,9128283H1,100-087,100-092,0.00784728
2024-07-14 22:52:25.164,9128283H1,100-090,100-093,0.00934645
2024-07-14 22:52:25.178,9128283H1,100-091,100-09+,0.0117658
2024-07-14 22:52:25.187,9128283H1,100-092,100-095,0.0136984
2024-07-14 22:52:25.193,9128283H1,100-093,100-096,0.0130194
2024-07-14 22:52:25.211,9128283H1,100-09+,100-097,0.0151181
2024-07-14 22:52:25.229,9128283H1,100-095,100-100,0.00881316
2024-07-14 22:52:25.237,9128283H1,100-096,100-101,0.00968078
2024-07-14 22:52:25.249,9128283H1,100-097,100-102,0.0148052
2024-07-14 22:52:25.269,9128283H1,100-100,100-103,0.0130615
2024-07-14 22:52:25.275,9128283H1,100-101,100-10+,0.0100793
2024-07-14 22:52:25.286,9128283H1,100-102,100-105,0.0153104
2024-07-14 22:52:25.291,9128283H1,100-103,100-106,0.0145701
2024-07-14 22:52:25.304,9128283H1,100-10+,100-107,0.00839064
2024-07-14 22:52:25.318,9128283H1,100-105,100-110,0.0110234
2024-07-14 22:52:25.338,9128283H1,100-106,100-111,0.0133922
2024-07-14 22:52:25.352,9128283H1,100-107,100-112,0.0151112
2024-07-14 22:52:25.353,9128283H1,100-110,100-113,0.0119214
2024-07-14 22:52:25.363,9128283H1,100-111,100-11+,0.0140997
2024-07-14 22:52:25.381,9128283H1,100-112,100-115,0.0106943
2024-07-14 22:52:25.397,9128283H1,100-113,100-116,0.00920863
2024-07-14 22:52:25.411,9128283H1,100-11+,100-117,0.00834756
2024-07-14 22:52:25.417,9128283H1,100-115,100-120,0.0109804
2024-07-14 22:52:25.435,9128283H1,100-116,100-121,0.00839703
2024-07-14 22:52:25.436,9128283H1,100-117,100-122,0.012512
2024-07-14 22:52:25.446,9128283H1,100-120,100-123,0.0119391
2024-07-14 22:52:25.453,9128283H1,100-121,100-12+,0.0137382
2024-07-14 22:52:25.460,9128283H1,100-122,100-125,0.0110214
2024-07-14 22:52:25.474,9128283H1,100-123,100-126,0.013895
2024-07-14 22:52:25.483,9128283H1,100-12+,100-127,0.0153888
2024-07-14 22:52:25.497,9128283H1,100-125,100-130,0.015233
2024-07-14 22:52:25.504,9128283H1,100-126,100-131,0.0149781
2024-07-14 22:52:25.505,9128283H1,100-127,100-132,0.00858174
2024-07-14 22:52:25.525,9128283H1,100-130,100-133,0.00881631
2024-07-14 22:52:25.539,9128283H1,100-131,100-13+,0.0146298
2024-07-14 22:52:25.543,9128283H1,100-132,100-135,0.00826369
2024-07-14 22:52:25.554,9128283H1,100-133,100-136,0.0122114
2024-07-14 22:52:25.570,9128283H1,100-13+,100-137,0.0131967
2024-07-14 22:52:25.583,9128283H1,100-135,100-140,0.0121097
2024-07-14 22:52:25.597,9128283H1,100-136,100-141,0.0135739
2024-07-14 22:52:25.600,9128283H1,100-137,100-142,0.010516
2024-07-14 22:52:25.610,9128283H1,100-140,100-143,0.00816999
2024-07-14 22:52:25.625,9128283H1,100-141,100-14+,0.0125371
2024-07-14 22:52:25.635,9128283H1,100-142,100-145,0.00975575
2024-07-14 22:52:25.646,9128283H1,100-143,100-146,0.0150775
2024-07-14 22:52:25.658,9128283H1,100-14+,100-147,0.0137193
2024-07-14 22:52:25.659,9128283H1,100-145,100-150,0.0111048
2024-07-14 22:52:25.677,9128283H1,100-146,100-151,0.0082363
2024-07-14 22:52:25.694,9128283H1,100-147,100-152,0.00975331
2024-07-14 22:52:25.706,9128283H1,100-150,100-153,0.00856164
2024-07-14 22:52:25.708,9128283H1,100-151,100-15+,0.0154155
2024-07-14 22:52:25.718,9128283H1,100-152,100-155,0.0139705
2024-07-14 22:52:25.724,9128283H1,100-153,100-156,0.00992777
2024-07-14 22:52:25.737,9128283H1,100-15+,100-157,0.0126774
2024-07-14 22:52:25.746,9128283H1,100-155,100-160,0.0156065
2024-07-14 22:52:25.760,9128283H1,100-156,100-161,0.0087308
2024-07-14 22:52:25.777,9128283H1,100-157,100-162,0.00862708
2024-07-14 22:52:25.795,9128283H1,100-160,100-163,0.0118748
2024-07-14 22:52:25.801,9128283H1,100-161,100-16+,0.0106752
2024-07-14 22:52:25.806,9128283H1,100-162,100-165,0.00821642
2024-07-14 22:52:25.822,9128283H1,100-163,100-166,0.0080114
2024-07-14 22:52:25.828,9128283H1,100-16+,100-167,0.0128539
2024-07-14 22:52:25.829,9128283H1,100-165,100-170,0.00917049
2024-07-14 22:52:25.833,9128283H1,100-166,100-171,0.00825906
2024-07-14 22:52:25.834,9128283H1,100-167,100-172,0.0132406
2024-07-14 22:52:25.839,9128283H1,100-170,100-173,0.00966172
2024-07-14 22:52:25.845,9128283H1,100-171,100-17+,0.00916145
2024-07-14 22:52:25.859,9128283H1,100-172,100-175,0.0154928
