2024-07-14 22:52:24.788,9128283H1,99-027,2000000,4000000,BID,99-031,2000000,4000000,OFFER
2024-07-14 22:52:24.788,9128283H1,99-027,1000000,2000000,BID,99-033,1000000,2000000,OFFER
2024-07-14 22:52:24.789,9128283H1,99-031,2000000,4000000,BID,99-033,2000000,4000000,OFFER
2024-07-14 22:52:24.789,9128283H1,99-032,1000000,2000000,BID,99-03+,1000000,2000000,OFFER
2024-07-14 22:52:24.789,9128283H1,99-033,2000000,4000000,BID,99-035,2000000,4000000,OFFER
2024-07-14 22:52:24.790,9128283H1,99-033,1000000,2000000,BID,99-037,1000000,2000000,OFFER
2024-07-14 22:52:24.790,9128283H1,99-035,2000000,4000000,BID,99-037,2000000,4000000,OFFER
2024-07-14 22:52:24.791,9128283H1,99-035,1000000,2000000,BID,99-041,1000000,2000000,OFFER
2024-07-14 22:52:24.791,9128283H1,99-036,2000000,4000000,BID,99-042,2000000,4000000,OFFER
2024-07-14 22:52:24.791,9128283H1,99-040,1000000,2000000,BID,99-042,1000000,2000000,OFFER
2024-07-14 22:52:24.791,9128283H1,99-041,2000000,4000000,BID,99-043,2000000,4000000,OFFER
2024-07-14 22:52:24.792,9128283H1,99-042,1000000,2000000,BID,99-04+,1000000,2000000,OFFER
2024-07-14 22:52:24.792,9128283H1,99-042,2000000,4000000,BID,99-046,2000000,4000000,OFFER
2024-07-14 22:52:24.792,9128283H1,99-04+,1000000,2000000,BID,99-046,1000000,2000000,OFFER
2024-07-14 22:52:24.793,9128283H1,99-045,2000000,4000000,BID,99-047,2000000,4000000,OFFER
2024-07-14 22:52:24.793,9128283H1,99-046,1000000,2000000,BID,99-050,1000000,2000000,OFFER
2024-07-14 22:52:24.793,9128283H1,99-047,2000000,4000000,BID,99-051,2000000,4000000,OFFER
2024-07-14 22:52:24.794,9128283H1,99-050,1000000,2000000,BID,99-052,1000000,2000000,OFFER
2024-07-14 22:52:24.794,9128283H1,99-051,2000000,4000000,BID,99-053,2000000,4000000,OFFER
2024-07-14 22:52:24.794,9128283H1,99-051,1000000,2000000,BID,99-055,1000000,2000000,OFFER
2024-07-14 22:52:24.794,9128283H1,99-052,2000000,4000000,BID,99-056,2000000,4000000,OFFER
2024-07-14 22:52:24.795,9128283H1,99-05+,1000000,2000000,BID,99-056,1000000,2000000,OFFER
2024-07-14 22:52:24.796,9128283H1,99-05+,2000000,4000000,BID,99-060,2000000,4000000,OFFER
2024-07-14 22:52:24.796,9128283H1,99-056,1000000,2000000,BID,99-060,1000000,2000000,OFFER
2024-07-14 22:52:24.796,9128283H1,99-056,2000000,4000000,BID,99-062,2000000,4000000,OFFER
2024-07-14 22:52:24.797,9128283H1,99-060,1000000,2000000,BID,99-062,1000000,2000000,OFFER
2024-07-14 22:52:24.797,9128283H1,99-061,2000000,4000000,BID,99-063,2000000,4000000,OFFER
2024-07-14 22:52:24.797,9128283H1,99-062,1000000,2000000,BID,99-06+,1000000,2000000,OFFER
2024-07-14 22:52:24.797,9128283H1,99-063,2000000,4000000,BID,99-065,2000000,4000000,OFFER
2024-07-14 22:52:24.798,9128283H1,99-063,1000000,2000000,BID,99-067,1000000,2000000,OFFER
2024-07-14 22:52:24.798,9128283H1,99-065,2000000,4000000,BID,99-067,2000000,4000000,OFFER
2024-07-14 22:52:24.798,9128283H1,99-065,1000000,2000000,BID,99-071,1000000,2000000,OFFER
2024-07-14 22:52:24.798,9128283H1,99-067,2000000,4000000,BID,99-071,2000000,4000000,OFFER
2024-07-14 22:52:24.799,9128283H1,99-067,1000000,2000000,BID,99-073,1000000,2000000,OFFER
2024-07-14 22:52:24.799,9128283H1,99-071,2000000,4000000,BID,99-073,2000000,4000000,OFFER
2024-07-14 22:52:24.799,9128283H1,99-071,1000000,2000000,BID,99-075,1000000,2000000,OFFER
2024-07-14 22:52:24.799,9128283H1,99-072,2000000,4000000,BID,99-076,2000000,4000000,OFFER
2024-07-14 22:52:24.800,9128283H1,99-07+,1000000,2000000,BID,99-076,1000000,2000000,OFFER
2024-07-14 22:52:24.800,9128283H1,99-07+,2000000,4000000,BID,99-080,2000000,4000000,OFFER
2024-07-14 22:52:24.800,9128283H1,99-075,1000000,2000000,BID,99-081,1000000,2000000,OFFER
2024-07-14 22:52:24.801,9128283H1,99-076,2000000,4000000,BID,99-082,2000000,4000000,OFFER
2024-07-14 22:52:24.801,9128283H1,99-080,1000000,2000000,BID,99-082,1000000,2000000,OFFER
2024-07-14 22:52:24.801,9128283H1,99-081,2000000,4000000,BID,99-083,2000000,4000000,OFFER
2024-07-14 22:52:24.801,9128283H1,99-081,1000000,2000000,BID,99-085,1000000,2000000,OFFER
2024-07-14 22:52:24.802,9128283H1,99-082,2000000,4000000,BID,99-086,2000000,4000000,OFFER
2024-07-14 22:52:24.802,9128283H1,99-08+,1000000,2000000,BID,99-086,1000000,2000000,OFFER
2024-07-14 22:52:24.802,9128283H1,99-08+,2000000,4000000,BID,99-090,2000000,4000000,OFFER
2024-07-14 22:52:24.803,9128283H1,99-085,1000000,2000000,BID,99-091,1000000,2000000,OFFER
2024-07-14 22:52:24.803,9128283H1,99-086,2000000,4000000,BID,99-092,2000000,4000000,OFFER
2024-07-14 22:52:24.803,9128283H1,99-087,1000000,2000000,BID,99-093,1000000,2000000,OFFER
2024-07-14 22:52:24.803,9128283H1,99-091,2000000,4000000,BID,99-093,2000000,4000000,OFFER
2024-07-14 22:52:24.804,9128283H1,99-092,1000000,2000000,BID,99-09+,1000000,2000000,OFFER
2024-07-14 22:52:24.804,9128283H1,99-093,2000000,4000000,BID,99-095,2000000,4000000,OFFER
2024-07-14 22:52:24.804,9128283H1,99-093,1000000,2000000,BID,99-097,1000000,2000000,OFFER
2024-07-14 22:52:24.804,9128283H1,99-09+,2000000,4000000,BID,99-100,2000000,4000000,OFFER
2024-07-14 22:52:24.805,9128283H1,99-095,1000000,2000000,BID,99-101,1000000,2000000,OFFER
2024-07-14 22:52:24.805,9128283H1,99-096,2000000,4000000,BID,99-102,2000000,4000000,OFFER
2024-07-14 22:52:24.805,9128283H1,99-100,1000000,2000000,BID,99-102,1000000,2000000,OFFER
2024-07-14 22:52:24.806,9128283H1,99-100,2000000,4000000,BID,99-10+,2000000,4000000,OFFER
2024-07-14 22:52:24.806,9128283H1,99-102,1000000,2000000,BID,99-10+,1000000,2000000,OFFER
2024-07-14 22:52:24.806,9128283H1,99-103,2000000,4000000,BID,99-105,2000000,4000000,OFFER
2024-07-14 22:52:24.806,9128283H1,99-10+,1000000,2000000,BID,99-106,1000000,2000000,OFFER
2024-07-14 22:52:24.807,9128283H1,99-105,2000000,4000000,BID,99-107,2000000,4000000,OFFER
2024-07-14 22:52:24.807,9128283H1,99-105,1000000,2000000,BID,99-111,1000000,2000000,OFFER
2024-07-14 22:52:24.807,9128283H1,99-106,2000000,4000000,BID,99-112,2000000,4000000,OFFER
2024-07-14 22:52:24.807,9128283H1,99-110,1000000,2000000,BID,99-112,1000000,2000000,OFFER
2024-07-14 22:52:24.807,9128283H1,99-111,2000000,4000000,BID,99-113,2000000,4000000,OFFER
2024-07-14 22:52:24.808,9128283H1,99-112,1000000,2000000,BID,99-11+,1000000,2000000,OFFER
2024-07-14 22:52:24.808,9128283H1,99-113,2000000,4000000,BID,99-115,2000000,4000000,OFFER
2024-07-14 22:52:24.808,9128283H1,99-113,1000000,2000000,BID,99-117,1000000,2000000,OFFER
2024-07-14 22:52:24.809,9128283H1,99-115,2000000,4000000,BID,99-117,2000000,4000000,OFFER
2024-07-14 22:52:24.809,9128283H1,99-115,1000000,2000000,BID,99-121,1000000,2000000,OFFER
2024-07-14 22:52:24.809,9128283H1,99-117,2000000,4000000,BID,99-121,2000000,4000000,OFFER
2024-07-14 22:52:24.809,9128283H1,99-120,1000000,2000000,BID,99-122,1000000,2000000,OFFER
2024-07-14 22:52:24.810,9128283H1,99-120,2000000,4000000,BID,99-12+,2000000,4000000,OFFER
2024-07-14 22:52:24.810,9128283H1,99-121,1000000,2000000,BID,99-125,1000000,2000000,OFFER
2024-07-14 22:52:24.810,9128283H1,99-123,2000000,4000000,BID,99-125,2000000,4000000,OFFER
2024-07-14 22:52:24.811,9128283H1,99-12+,1000000,2000000,BID,99-126,1000000,2000000,OFFER
2024-07-14 22:52:24.811,9128283H1,99-12+,2000000,4000000,BID,99-130,2000000,4000000,OFFER
2024-07-14 22:52:24.811,9128283H1,99-125,1000000,2000000,BID,99-131,1000000,2000000,OFFER
2024-07-14 22:52:24.811,9128283H1,99-127,2000000,4000000,BID,99-131,2000000,4000000,OFFER
2024-07-14 22:52:24.812,9128283H1,99-130,1000000,2000000,BID,99-132,1000000,2000000,OFFER
2024-07-14 22:52:24.812,9128283H1,99-131,2000000,4000000,BID,99-133,2000000,4000000,OFFER
2024-07-14 22:52:24.813,9128283H1,99-131,1000000,2000000,BID,99-135,1000000,2000000,OFFER
2024-07-14 22:52:24.813,9128283H1,99-132,2000000,4000000,BID,99-136,2000000,4000000,OFFER
2024-07-14 22:52:24.814,9128283H1,99-13+,1000000,2000000,BID,99-136,1000000,2000000,OFFER
2024-07-14 22:52:24.814,9128283H1,99-13+,2000000,4000000,BID,99-140,2000000,4000000,OFFER
2024-07-14 22:52:24.814,9128283H1,99-136,1000000,2000000,BID,99-140,1000000,2000000,OFFER
2024-07-14 22:52:24.814,9128283H1,99-136,2000000,4000000,BID,99-142,2000000,4000000,OFFER
2024-07-14 22:52:24.815,9128283H1,99-140,1000000,2000000,BID,99-142,1000000,2000000,OFFER
2024-07-14 22:52:24.815,9128283H1,99-140,2000000,4000000,BID,99-14+,2000000,4000000,OFFER
2024-07-14 22:52:24.815,9128283H1,99-142,1000000,2000000,BID,99-14+,1000000,2000000,OFFER
2024-07-14 22:52:24.816,9128283H1,99-143,2000000,4000000,BID,99-145,2000000,4000000,OFFER
2024-07-14 22:52:24.816,9128283H1,99-143,1000000,2000000,BID,99-147,1000000,2000000,OFFER
2024-07-14 22:52:24.816,9128283H1,99-145,2000000,4000000,BID,99-147,2000000,4000000,OFFER
2024-07-14 22:52:24.816,9128283H1,99-146,1000000,2000000,BID,99-150,1000000,2000000,OFFER
2024-07-14 22:52:24.816,9128283H1,99-146,2000000,4000000,BID,99-152,2000000,4000000,OFFER
2024-07-14 22:52:24.817,9128283H1,99-150,1000000,2000000,BID,99-152,1000000,2000000,OFFER
2024-07-14 22:52:24.817,9128283H1,99-151,2000000,4000000,BID,99-153,2000000,4000000,OFFER
2024-07-14 22:52:24.817,9128283H1,99-151,1000000,2000000,BID,99-155,1000000,2000000,OFFER
2024-07-14 22:52:24.817,9128283H1,99-152,2000000,4000000,BID,99-156,2000000,4000000,OFFER
2024-07-14 22:52:24.818,9128283H1,99-15+,1000000,2000000,BID,99-156,1000000,2000000,OFFER
2024-07-14 22:52:24.818,9128283H1,99-155,2000000,4000000,BID,99-157,2000000,4000000,OFFER
2024-07-14 22:52:24.818,9128283H1,99-155,1000000,2000000,BID,99-161,1000000,2000000,OFFER
2024-07-14 22:52:24.818,9128283H1,99-157,2000000,4000000,BID,99-161,2000000,4000000,OFFER
2024-07-14 22:52:24.819,9128283H1,99-157,1000000,2000000,BID,99-163,1000000,2000000,OFFER
2024-07-14 22:52:24.819,9128283H1,99-160,2000000,4000000,BID,99-16+,2000000,4000000,OFFER
2024-07-14 22:52:24.819,9128283H1,99-161,1000000,2000000,BID,99-165,1000000,2000000,OFFER
2024-07-14 22:52:24.819,9128283H1,99-163,2000000,4000000,BID,99-165,2000000,4000000,OFFER
2024-07-14 22:52:24.820,9128283H1,99-163,1000000,2000000,BID,99-167,1000000,2000000,OFFER
2024-07-14 22:52:24.820,9128283H1,99-16+,2000000,4000000,BID,99-170,2000000,4000000,OFFER
2024-07-14 22:52:24.821,9128283H1,99-166,1000000,2000000,BID,99-170,1000000,2000000,OFFER
2024-07-14 22:52:24.821,9128283H1,99-167,2000000,4000000,BID,99-171,2000000,4000000,OFFER
2024-07-14 22:52:24.821,9128283H1,99-170,1000000,2000000,BID,99-172,1000000,2000000,OFFER
2024-07-14 22:52:24.821,9128283H1,99-170,2000000,4000000,BID,99-17+,2000000,4000000,OFFER
2024-07-14 22:52:24.822,9128283H1,99-172,1000000,2000000,BID,99-17+,1000000,2000000,OFFER
2024-07-14 22:52:24.822,9128283H1,99-173,2000000,4000000,BID,99-175,2000000,4000000,OFFER
2024-07-14 22:52:24.822,9128283H1,99-173,1000000,2000000,BID,99-177,1000000,2000000,OFFER
2024-07-14 22:52:24.822,9128283H1,99-17+,2000000,4000000,BID,99-180,2000000,4000000,OFFER
2024-07-14 22:52:24.823,9128283H1,99-176,1000000,2000000,BID,99-180,1000000,2000000,OFFER
2024-07-14 22:52:24.823,9128283H1,99-177,2000000,4000000,BID,99-181,2000000,4000000,OFFER
2024-07-14 22:52:24.823,9128283H1,99-177,1000000,2000000,BID,99-183,1000000,2000000,OFFER
2024-07-14 22:52:24.823,9128283H1,99-181,2000000,4000000,BID,99-183,2000000,4000000,OFFER
2024-07-14 22:52:24.823,9128283H1,99-182,1000000,2000000,BID,99-18+,1000000,2000000,OFFER
2024-07-14 22:52:24.824,9128283H1,99-182,2000000,4000000,BID,99-186,2000000,4000000,OFFER
2024-07-14 22:52:24.824,9128283H1,99-18+,1000000,2000000,BID,99-186,1000000,2000000,OFFER
2024-07-14 22:52:24.824,9128283H1,99-185,2000000,4000000,BID,99-187,2000000,4000000,OFFER
2024-07-14 22:52:24.824,9128283H1,99-186,1000000,2000000,BID,99-190,1000000,2000000,OFFER
2024-07-14 22:52:24.824,9128283H1,99-187,2000000,4000000,BID,99-191,2000000,4000000,OFFER
2024-07-14 22:52:24.825,9128283H1,99-190,1000000,2000000,BID,99-192,1000000,2000000,OFFER
2024-07-14 22:52:24.825,9128283H1,99-190,2000000,4000000,BID,99-19+,2000000,4000000,OFFER
2024-07-14 22:52:24.825,9128283H1,99-192,1000000,2000000,BID,99-19+,1000000,2000000,OFFER
2024-07-14 22:52:24.825,9128283H1,99-192,2000000,4000000,BID,99-196,2000000,4000000,OFFER
2024-07-14 22:52:24.826,9128283H1,99-19+,1000000,2000000,BID,99-196,1000000,2000000,OFFER
2024-07-14 22:52:24.826,9128283H1,99-19+,2000000,4000000,BID,99-200,2000000,4000000,OFFER
2024-07-14 22:52:24.826,9128283H1,99-196,1000000,2000000,BID,99-200,1000000,2000000,OFFER
2024-07-14 22:52:24.827,9128283H1,99-196,2000000,4000000,BID,99-202,2000000,4000000,OFFER
2024-07-14 22:52:24.827,9128283H1,99-197,1000000,2000000,BID,99-203,1000000,2000000,OFFER
2024-07-14 22:52:24.827,9128283H1,99-201,2000000,4000000,BID,99-203,2000000,4000000,OFFER
2024-07-14 22:52:24.828,9128283H1,99-202,1000000,2000000,BID,99-20+,1000000,2000000,OFFER
2024-07-14 22:52:24.828,9128283H1,99-203,2000000,4000000,BID,99-205,2000000,4000000,OFFER
2024-07-14 22:52:24.829,9128283H1,99-20+,1000000,2000000,BID,99-206,1000000,2000000,OFFER
2024-07-14 22:52:24.829,9128283H1,99-205,2000000,4000000,BID,99-207,2000000,4000000,OFFER
2024-07-14 22:52:24.829,9128283H1,99-206,1000000,2000000,BID,99-210,1000000,2000000,OFFER
2024-07-14 22:52:24.830,9128283H1,99-206,2000000,4000000,BID,99-212,2000000,4000000,OFFER
2024-07-14 22:52:24.830,9128283H1,99-207,1000000,2000000,BID,99-213,1000000,2000000,OFFER
2024-07-14 22:52:24.830,9128283H1,99-211,2000000,4000000,BID,99-213,2000000,4000000,OFFER
2024-07-14 22:52:24.830,9128283H1,99-212,1000000,2000000,BID,99-21+,1000000,2000000,OFFER
2024-07-14 22:52:24.831,9128283H1,99-212,2000000,4000000,BID,99-216,2000000,4000000,OFFER
2024-07-14 22:52:24.831,9128283H1,99-213,1000000,2000000,BID,99-217,1000000,2000000,OFFER
2024-07-14 22:52:24.831,9128283H1,99-21+,2000000,4000000,BID,99-220,2000000,4000000,OFFER
2024-07-14 22:52:24.831,9128283H1,99-216,1000000,2000000,BID,99-220,1000000,2000000,OFFER
2024-07-14 22:52:24.831,9128283H1,99-217,2000000,4000000,BID,99-221,2000000,4000000,OFFER
2024-07-14 22:52:24.832,9128283H1,99-220,1000000,2000000,BID,99-222,1000000,2000000,OFFER
2024-07-14 22:52:24.832,9128283H1,99-221,2000000,4000000,BID,99-223,2000000,4000000,OFFER
2024-07-14 22:52:24.832,9128283H1,99-222,1000000,2000000,BID,99-22+,1000000,2000000,OFFER
2024-07-14 22:52:24.832,9128283H1,99-222,2000000,4000000,BID,99-226,2000000,4000000,OFFER
2024-07-14 22:52:24.833,9128283H1,99-22+,1000000,2000000,BID,99-226,1000000,2000000,OFFER
2024-07-14 22:52:24.833,9128283H1,99-22+,2000000,4000000,BID,99-230,2000000,4000000,OFFER
2024-07-14 22:52:24.833,9128283H1,99-225,1000000,2000000,BID,99-231,1000000,2000000,OFFER
2024-07-14 22:52:24.835,9128283H1,99-227,2000000,4000000,BID,99-231,2000000,4000000,OFFER
2024-07-14 22:52:24.835,9128283H1,99-230,1000000,2000000,BID,99-232,1000000,2000000,OFFER
2024-07-14 22:52:24.836,9128283H1,99-230,2000000,4000000,BID,99-23+,2000000,4000000,OFFER
2024-07-14 22:52:24.836,9128283H1,99-231,1000000,2000000,BID,99-235,1000000,2000000,OFFER
2024-07-14 22:52:24.836,9128283H1,99-233,2000000,4000000,BID,99-235,2000000,4000000,OFFER
2024-07-14 22:52:24.836,9128283H1,99-233,1000000,2000000,BID,99-237,1000000,2000000,OFFER
2024-07-14 22:52:24.837,9128283H1,99-23+,2000000,4000000,BID,99-240,2000000,4000000,OFFER
2024-07-14 22:52:24.837,9128283H1,99-236,1000000,2000000,BID,99-240,1000000,2000000,OFFER
2024-07-14 22:52:24.837,9128283H1,99-237,2000000,4000000,BID,99-241,2000000,4000000,OFFER
2024-07-14 22:52:24.837,9128283H1,99-237,1000000,2000000,BID,99-243,1000000,2000000,OFFER
2024-07-14 22:52:24.838,9128283H1,99-241,2000000,4000000,BID,99-243,2000000,4000000,OFFER
2024-07-14 22:52:24.838,9128283H1,99-242,1000000,2000000,BID,99-24+,1000000,2000000,OFFER
2024-07-14 22:52:24.838,9128283H1,99-243,2000000,4000000,BID,99-245,2000000,4000000,OFFER
2024-07-14 22:52:24.838,9128283H1,99-24+,1000000,2000000,BID,99-246,1000000,2000000,OFFER
2024-07-14 22:52:24.839,9128283H1,99-24+,2000000,4000000,BID,99-250,2000000,4000000,OFFER
2024-07-14 22:52:24.839,9128283H1,99-245,1000000,2000000,BID,99-251,1000000,2000000,OFFER
2024-07-14 22:52:24.839,9128283H1,99-247,2000000,4000000,BID,99-251,2000000,4000000,OFFER
2024-07-14 22:52:24.839,9128283H1,99-250,1000000,2000000,BID,99-252,1000000,2000000,OFFER
2024-07-14 22:52:24.839,9128283H1,99-251,2000000,4000000,BID,99-253,2000000,4000000,OFFER
2024-07-14 22:52:24.840,9128283H1,99-251,1000000,2000000,BID,99-255,1000000,2000000,OFFER
2024-07-14 22:52:24.840,9128283H1,99-253,2000000,4000000,BID,99-255,2000000,4000000,OFFER
2024-07-14 22:52:24.840,9128283H1,99-253,1000000,2000000,BID,99-257,1000000,2000000,OFFER
2024-07-14 22:52:24.840,9128283H1,99-25+,2000000,4000000,BID,99-260,2000000,4000000,OFFER
2024-07-14 22:52:24.840,9128283H1,99-255,1000000,2000000,BID,99-261,1000000,2000000,OFFER
2024-07-14 22:52:24.841,9128283H1,99-257,2000000,4000000,BID,99-261,2000000,4000000,OFFER
2024-07-14 22:52:24.841,9128283H1,99-260,1000000,2000000,BID,99-262,1000000,2000000,OFFER
2024-07-14 22:52:24.841,9128283H1,99-260,2000000,4000000,BID,99-26+,2000000,4000000,OFFER
2024-07-14 22:52:24.841,9128283H1,99-262,1000000,2000000,BID,99-26+,1000000,2000000,OFFER
2024-07-14 22:52:24.841,9128283H1,99-263,2000000,4000000,BID,99-265,2000000,4000000,OFFER
2024-07-14 22:52:24.842,9128283H1,99-263,1000000,2000000,BID,99-267,1000000,2000000,OFFER
2024-07-14 22:52:24.842,9128283H1,99-265,2000000,4000000,BID,99-267,2000000,4000000,OFFER
2024-07-14 22:52:24.842,9128283H1,99-265,1000000,2000000,BID,99-271,1000000,2000000,OFFER
2024-07-14 22:52:24.842,9128283H1,99-267,2000000,4000000,BID,99-271,2000000,4000000,OFFER
2024-07-14 22:52:24.842,9128283H1,99-267,1000000,2000000,BID,99-273,1000000,2000000,OFFER
2024-07-14 22:52:24.843,9128283H1,99-271,2000000,4000000,BID,99-273,2000000,4000000,OFFER
2024-07-14 22:52:24.843,9128283H1,99-271,1000000,2000000,BID,99-275,1000000,2000000,OFFER
2024-07-14 22:52:24.843,9128283H1,99-273,2000000,4000000,BID,99-275,2000000,4000000,OFFER
2024-07-14 22:52:24.844,9128283H1,99-27+,1000000,2000000,BID,99-276,1000000,2000000,OFFER
2024-07-14 22:52:24.844,9128283H1,99-27+,2000000,4000000,BID,99-280,2000000,4000000,OFFER
2024-07-14 22:52:24.844,9128283H1,99-275,1000000,2000000,BID,99-281,1000000,2000000,OFFER
2024-07-14 22:52:24.844,9128283H1,99-276,2000000,4000000,BID,99-282,2000000,4000000,OFFER
2024-07-14 22:52:24.845,9128283H1,99-280,1000000,2000000,BID,99-282,1000000,2000000,OFFER
2024-07-14 22:52:24.845,9128283H1,99-280,2000000,4000000,BID,99-28+,2000000,4000000,OFFER
2024-07-14 22:52:24.846,9128283H1,99-281,1000000,2000000,BID,99-285,1000000,2000000,OFFER
2024-07-14 22:52:24.846,9128283H1,99-283,2000000,4000000,BID,99-285,2000000,4000000,OFFER
2024-07-14 22:52:24.846,9128283H1,99-28+,1000000,2000000,BID,99-286,1000000,2000000,OFFER
2024-07-14 22:52:24.846,9128283H1,99-285,2000000,4000000,BID,99-287,2000000,4000000,OFFER
2024-07-14 22:52:24.847,9128283H1,99-285,1000000,2000000,BID,99-291,1000000,2000000,OFFER
2024-07-14 22:52:24.847,9128283H1,99-287,2000000,4000000,BID,99-291,2000000,4000000,OFFER
2024-07-14 22:52:24.847,9128283H1,99-287,1000000,2000000,BID,99-293,1000000,2000000,OFFER
2024-07-14 22:52:24.847,9128283H1,99-290,2000000,4000000,BID,99-29+,2000000,4000000,OFFER
2024-07-14 22:52:24.847,9128283H1,99-292,1000000,2000000,BID,99-29+,1000000,2000000,OFFER
2024-07-14 22:52:24.848,9128283H1,99-293,2000000,4000000,BID,99-295,2000000,4000000,OFFER
2024-07-14 22:52:24.848,9128283H1,99-293,1000000,2000000,BID,99-297,1000000,2000000,OFFER
2024-07-14 22:52:24.848,9128283H1,99-295,2000000,4000000,BID,99-297,2000000,4000000,OFFER
2024-07-14 22:52:24.849,9128283H1,99-295,1000000,2000000,BID,99-301,1000000,2000000,OFFER
2024-07-14 22:52:24.849,9128283H1,99-297,2000000,4000000,BID,99-301,2000000,4000000,OFFER
2024-07-14 22:52:24.849,9128283H1,99-300,1000000,2000000,BID,99-302,1000000,2000000,OFFER
2024-07-14 22:52:24.850,9128283H1,99-301,2000000,4000000,BID,99-303,2000000,4000000,OFFER
2024-07-14 22:52:24.850,9128283H1,99-301,1000000,2000000,BID,99-305,1000000,2000000,OFFER
2024-07-14 22:52:24.850,9128283H1,99-303,2000000,4000000,BID,99-305,2000000,4000000,OFFER
2024-07-14 22:52:24.850,9128283H1,99-303,1000000,2000000,BID,99-307,1000000,2000000,OFFER
2024-07-14 22:52:24.851,9128283H1,99-30+,2000000,4000000,BID,99-310,2000000,4000000,OFFER
2024-07-14 22:52:24.851,9128283H1,99-305,1000000,2000000,BID,99-311,1000000,2000000,OFFER
2024-07-14 22:52:24.851,9128283H1,99-307,2000000,4000000,BID,99-311,2000000,4000000,OFFER
2024-07-14 22:52:24.851,9128283H1,99-310,1000000,2000000,BID,99-312,1000000,2000000,OFFER
2024-07-14 22:52:24.851,9128283H1,99-311,2000000,4000000,BID,99-313,2000000,4000000,OFFER
2024-07-14 22:52:24.852,9128283H1,99-312,1000000,2000000,BID,99-31+,1000000,2000000,OFFER
2024-07-14 22:52:24.852,9128283H1,99-313,2000000,4000000,BID,99-315,2000000,4000000,OFFER
2024-07-14 22:52:24.852,9128283H1,99-31+,1000000,2000000,BID,99-316,1000000,2000000,OFFER
2024-07-14 22:52:24.852,9128283H1,99-315,2000000,4000000,BID,99-317,2000000,4000000,OFFER
2024-07-14 22:52:24.853,9128283H1,99-316,1000000,2000000,BID,100-000,1000000,2000000,OFFER
2024-07-14 22:52:24.853,9128283H1,99-316,2000000,4000000,BID,100-002,2000000,4000000,OFFER
2024-07-14 22:52:24.853,9128283H1,99-317,1000000,2000000,BID,100-003,1000000,2000000,OFFER
2024-07-14 22:52:24.854,9128283H1,100-001,2000000,4000000,BID,100-003,2000000,4000000,OFFER
2024-07-14 22:52:24.854,9128283H1,100-002,1000000,2000000,BID,100-00+,1000000,2000000,OFFER
2024-07-14 22:52:24.854,9128283H1,100-003,2000000,4000000,BID,100-005,2000000,4000000,OFFER
